Total_Stops,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_hour,Duration_min,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Vistara,Vistara Premium economy,Cochin,Delhi,Hyderabad,Kolkata,New Delhi,Chennai,Delhi,Kolkata,Mumbai,Price
1,27,3,7,0,21,0,14,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,6358
1,1,6,13,0,19,0,6,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,14714
1,21,4,8,45,13,15,4,30,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,6460
1,12,5,21,10,12,0,14,50,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,9663
1,21,5,6,30,10,5,27,35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,13941
1,27,3,19,45,19,45,24,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,5963
2,15,6,19,30,12,35,17,5,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,13014
1,9,5,16,30,9,20,16,50,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,9663
0,6,4,13,0,15,50,2,50,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4423
2,6,5,11,40,19,0,7,20,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,21219
1,24,5,18,35,1,30,6,55,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,7503
0,24,6,21,25,0,5,2,40,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4804
2,9,5,9,40,12,35,26,55,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,15129
2,27,3,7,10,21,20,14,10,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,6197
0,27,5,17,45,20,5,2,20,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,3597
1,27,3,7,30,19,15,11,45,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,9100
0,1,6,7,5,8,30,1,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,4050
1,6,6,10,0,1,30,15,30,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,7723
2,9,5,23,5,19,0,19,55,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,15129
1,18,5,8,0,19,0,11,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,12373
0,3,5,23,30,2,20,2,50,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4591
0,9,3,8,20,10,35,2,15,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,6300
0,24,3,17,0,19,45,2,45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5176
1,15,6,9,0,19,0,10,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,12717
0,18,3,11,40,13,55,2,15,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,4405
1,21,4,15,45,22,5,6,20,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,6749
1,12,5,10,20,17,35,7,15,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7064
1,21,5,7,5,12,35,5,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,16289
0,15,3,11,35,14,0,2,25,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,6297
0,12,5,19,35,21,5,1,30,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,5678
1,1,5,20,0,9,20,13,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14388
0,18,4,6,0,8,45,2,45,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7229
1,24,3,11,55,16,25,4,30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,9806
1,6,6,21,50,3,35,5,45,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6195
1,12,6,18,55,18,15,23,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,13044
2,27,6,11,45,4,25,16,40,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,13882
1,24,3,5,45,10,45,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8147
2,9,4,17,15,7,40,14,25,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,8052
1,1,5,6,30,19,50,13,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14781
1,24,5,9,35,22,5,12,30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14151
1,18,5,18,5,23,30,5,25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6704
1,1,5,8,25,12,0,27,35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,9663
0,18,3,15,20,17,55,2,35,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4462
2,21,3,10,45,4,25,17,40,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,8367
2,9,6,6,45,4,25,21,40,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,13376
1,21,5,20,25,9,45,13,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,13067
0,21,5,14,25,16,55,2,30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5224
1,21,3,16,0,1,35,9,35,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,13542
0,24,5,7,45,10,40,2,55,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3419
2,6,3,9,45,21,20,11,35,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,10444
0,1,6,9,35,12,10,2,35,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4804
0,21,5,7,5,8,30,1,25,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,4995
1,27,4,17,55,22,50,4,55,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,4957
1,9,5,20,55,4,25,7,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,15554
1,1,5,20,0,12,0,16,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,9663
1,18,5,9,35,9,45,24,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14151
0,6,6,5,35,8,50,3,15,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,5601
1,15,5,6,40,19,15,12,35,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,7787
1,21,3,11,50,23,55,12,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5092
1,6,6,21,10,9,20,12,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10844
2,9,3,17,50,1,35,7,45,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,23583
2,12,5,12,0,18,30,30,30,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10676
1,6,6,11,15,18,30,7,15,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,10156
1,6,3,16,45,7,10,14,25,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,8627
0,21,5,9,45,12,15,2,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4409
1,18,5,9,45,16,10,6,25,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,9646
1,12,3,21,25,12,25,15,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,13817
2,9,5,13,20,7,40,18,20,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,13538
2,9,5,12,0,7,55,19,55,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,9416
0,27,4,11,10,14,5,2,55,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7229
1,1,5,10,0,23,15,13,15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10203
1,21,5,16,10,0,55,8,45,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6778
0,15,6,12,0,13,30,1,30,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2754
2,1,5,5,50,20,25,14,35,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10991
0,27,5,11,30,14,20,2,50,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,4668
1,3,6,8,45,13,15,4,30,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,5726
2,12,6,9,50,23,15,13,25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14960
1,21,5,20,40,9,25,12,45,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,7480
0,21,5,19,55,22,25,2,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4107
1,1,5,9,35,9,45,24,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,11467
1,27,4,2,0,7,25,5,25,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,5796
1,6,6,2,15,19,0,16,45,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,10262
3,27,6,5,15,7,40,26,25,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,11543
1,24,4,6,50,12,10,5,20,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,5298
1,27,4,20,45,7,10,10,25,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6451
0,9,6,14,15,16,45,2,30,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6245
0,27,3,19,35,21,5,1,30,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2071
0,15,5,9,35,12,20,2,45,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4804
1,27,6,7,30,21,0,13,30,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,7005
1,18,3,5,45,12,25,6,40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12284
1,9,5,7,0,20,25,13,25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10203
1,27,5,14,20,22,30,8,10,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6938
1,12,6,10,0,1,30,15,30,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,13377
1,1,6,9,15,19,15,10,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,9779
0,15,5,11,40,13,55,2,15,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,4667
0,3,4,19,50,22,50,3,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4544
1,27,6,21,50,4,25,6,35,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,16079
1,1,4,16,30,19,50,27,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7064
1,18,5,14,0,19,0,5,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,15554
0,18,5,9,45,12,0,2,15,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,3543
0,18,4,13,20,16,10,2,50,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6121
1,27,3,8,25,15,30,7,5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,8075
1,3,6,11,30,1,30,14,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,13377
1,24,5,14,5,19,50,5,45,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14571
0,24,4,5,55,8,35,2,40,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,3919
1,24,3,18,55,4,45,9,50,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14231
0,15,3,19,5,20,30,1,25,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2754
1,21,5,17,40,23,0,5,20,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,8067
1,6,5,7,10,22,40,15,30,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,8452
1,6,3,14,5,11,25,21,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,15025
1,1,3,8,55,16,10,7,15,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,26890
1,6,3,13,0,18,50,5,50,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,15103
1,24,5,14,5,4,40,14,35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8586
1,9,6,8,25,16,20,7,55,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10844
1,21,5,21,50,4,25,6,35,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,12898
1,12,5,6,30,8,15,25,45,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,8586
1,9,6,8,30,19,0,10,30,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,11622
2,6,5,12,20,19,15,30,55,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,13538
2,1,6,5,30,4,25,22,55,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,13014
1,9,5,18,55,10,5,15,10,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,13941
1,18,5,9,35,10,55,25,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14151
1,21,3,17,30,1,35,8,5,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,13542
1,21,3,6,40,22,20,15,40,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6558
1,18,5,7,35,19,25,11,50,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5192
0,1,6,7,0,9,40,2,40,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,4878
1,27,5,15,0,12,35,21,35,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,12898
1,9,6,17,40,23,0,5,20,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,7384
0,3,5,7,45,10,40,2,55,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3898
0,6,5,23,55,2,45,2,50,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3383
1,24,6,6,40,21,0,14,20,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6093
1,12,6,8,0,19,0,11,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,12192
1,12,6,12,50,1,30,12,40,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,6795
1,18,3,7,0,7,40,24,40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,11455
0,1,6,15,40,18,25,2,45,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,3540
1,27,5,9,0,19,15,10,15,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,15898
1,3,6,10,0,21,0,11,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,9718
1,15,5,16,40,0,15,7,35,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,7831
1,3,6,8,30,21,0,12,30,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6416
0,27,3,7,5,9,20,2,15,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,3739
1,6,5,7,10,23,25,16,15,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,8085
0,3,5,16,55,19,55,3,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4823
2,9,6,14,35,12,35,22,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,13376
1,15,5,20,20,10,45,14,25,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,8452
1,6,6,20,0,22,35,26,35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10844
0,27,3,6,0,9,10,3,10,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,4851
1,15,6,19,0,1,30,6,30,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,6795
0,18,5,8,30,11,20,2,50,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4823
1,9,6,20,55,4,25,7,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,10577
1,27,3,20,50,19,45,22,55,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,12032
1,1,6,7,55,13,25,5,30,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,9330
1,1,4,17,0,22,55,5,55,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,8977
1,1,6,12,50,21,0,8,10,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,7005
1,18,5,14,5,20,45,6,40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10844
1,24,6,3,50,12,35,8,45,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,12192
0,24,3,10,0,12,45,2,45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4441
1,9,5,10,35,19,15,8,40,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,7575
0,21,6,4,40,7,15,2,35,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4804
0,6,6,9,45,12,0,2,15,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,3597
1,6,6,17,30,20,25,26,55,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10413
0,9,6,6,0,8,45,2,45,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8016
1,9,6,20,0,12,0,16,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10844
1,12,5,16,30,9,20,16,50,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,9663
1,18,5,20,25,1,30,5,5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6069
1,27,5,11,55,22,30,10,35,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6442
1,1,6,9,0,21,0,12,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,13587
0,9,5,19,30,20,45,1,15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,3100
1,21,5,6,30,18,15,11,45,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14781
1,21,5,21,50,19,0,21,10,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,12898
0,18,6,14,25,16,55,2,30,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4804
0,15,4,9,0,11,25,2,25,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,4174
0,24,5,23,30,2,20,2,50,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4591
1,6,5,16,30,19,50,27,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,9663
1,15,5,8,45,19,15,10,30,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,8266
0,6,5,7,10,10,5,2,55,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4823
0,21,5,18,5,21,10,3,5,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6094
1,24,5,21,10,4,40,7,30,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14178
2,9,6,6,45,12,35,29,50,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,13376
0,24,3,21,5,22,25,1,20,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2575
1,6,3,7,30,19,55,12,25,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,12395
1,27,3,9,10,21,0,11,50,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,10351
1,21,5,7,35,23,30,15,55,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5192
1,15,5,12,50,21,0,8,10,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,7670
2,18,3,11,5,22,10,35,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,11161
1,24,5,20,25,18,0,21,35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14151
1,6,5,15,15,20,5,4,50,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4775
2,6,3,13,5,9,25,20,20,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,12865
0,6,3,19,30,20,45,1,15,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,5462
1,9,3,6,10,11,20,5,10,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,8382
0,24,4,17,45,20,45,3,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4544
0,1,4,15,15,18,10,2,55,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4544
1,18,5,16,30,23,35,7,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14781
1,27,5,8,45,13,15,4,30,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,5158
0,21,3,15,50,17,20,1,30,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,5678
2,9,6,11,40,19,0,7,20,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,18804
0,3,6,9,10,10,40,1,30,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,4049
0,24,3,10,10,12,55,2,45,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6565
1,18,5,18,15,12,35,18,20,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,12373
0,18,3,17,0,19,45,2,45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4441
0,18,5,17,45,20,5,2,20,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,3597
0,18,6,19,35,21,5,1,30,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,5678
2,9,3,9,45,9,25,23,40,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,10660
0,21,4,6,0,8,45,2,45,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4544
0,24,5,8,30,11,20,2,50,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4823
2,9,5,14,30,23,15,8,45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14214
1,1,5,8,25,16,20,7,55,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,14781
1,1,3,19,0,1,35,6,35,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,23533
1,9,3,19,15,18,50,23,35,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,14053
1,27,6,21,50,19,0,21,10,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,10262
0,21,6,20,0,22,50,2,50,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4823
1,18,5,17,40,8,15,14,35,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,8361
2,9,6,5,55,19,15,37,20,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,10493
1,3,3,7,5,13,20,6,15,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,17057
2,18,5,17,15,19,15,26,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,12392
1,12,6,11,25,1,30,14,5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,5883
1,21,5,11,30,19,0,7,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,12898
1,21,5,2,15,19,0,16,45,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,16079
1,12,6,4,55,12,35,7,40,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,10678
2,1,3,6,45,11,10,28,25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,20999
1,21,3,19,35,0,35,5,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,6575
2,21,5,19,30,4,25,8,55,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,15129
1,6,6,18,55,18,15,23,20,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,10844
1,3,3,9,30,23,45,14,15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,11654
1,1,4,8,10,13,0,4,50,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5069
0,1,4,6,10,8,55,2,45,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5176
2,9,6,5,30,4,25,22,55,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,13292
1,6,6,2,0,7,45,5,45,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6386
2,21,5,13,25,19,0,29,35,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,15129
0,6,3,20,45,23,20,2,35,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4435
0,18,5,23,30,2,20,2,50,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4591
1,21,3,5,45,23,0,17,15,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,7832
0,12,4,4,40,7,15,2,35,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4174
1,27,3,7,0,15,30,8,30,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,6148
1,27,5,9,15,19,15,10,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,9149
2,27,3,13,5,21,20,8,15,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,6128
